0, 0
100, -1
200, 1
300, 0
400, -2
500, 3
600, 0
700, 1
800, 0
900, 1
1000, 4
1100, -1
1200, -2
1300, 1
1400, -2
1500, 1
1600, -1
1700, -3
1800, 3
1900, -2
2000, -4
2100, 2
2200, 0
2300, -1
2400, 1
2500, 2
2600, 1
2700, 0
2800, -3
2900, 0
3000, -1
3100, -1
3200, -3
3300, 1
3400, 1
3500, -1
3600, -1
3700, 3
3800, 1
3900, 1
4000, 1
4100, -1
4200, -1
4300, -1
4400, -1
4500, -2
4600, 0
4700, 4
4800, 0
4900, 0
5000, 3
5100, -2
5200, 0
5300, -1
5400, -1
5500, -1
5600, 0
5700, 2
5800, -1
5900, -5
6000, 2
6100, 2
6200, 2
6300, -1
6400, 1
6500, -2
6600, 2
6700, -3
6800, 3
6900, -1
7000, 3
7100, -2
7200, 0
7300, 3
7400, 1
7500, 3
7600, -1
7700, -1
7800, 1
7900, 0
8000, -1
8100, 0
8200, 4
8300, -1
8400, -3
8500, -4
8600, -1
8700, 1
8800, -2
8900, 0
9000, 0
9100, 0
9200, 3
9300, -1
9400, 1
9500, 0
9600, -1
9700, 2
9800, 2
9900, 2
10000, 3
10100, -1
10200, 0
10300, 2
10400, -4
10500, -2
10600, 0
10700, -1
10800, 2
10900, 1
11000, 3
11100, 2
11200, -1
11300, -1
11400, 4
11500, 2
11600, -2
11700, -2
11800, 3
11900, -2
12000, 3
12100, 0
12200, -4
12300, 1
12400, 2
12500, -1
12600, -2
12700, 1
12800, 1
12900, -1
13000, -1
13100, -3
13200, 1
13300, 1
13400, -2
13500, 1
13600, -4
13700, 2
13800, 1
13900, 1
14000, -1
14100, -5
14200, 1
14300, 2
14400, 0
14500, 0
14600, 4
14700, -3
14800, 0
14900, -3
15000, -3
15100, -1
15200, 2
15300, 4
15400, -7
15500, -6
15600, -9
15700, 2
15800, 7
15900, 16
16000, 14
16100, 20
16200, -33
16300, -32
16400, -25
16500, 7
16600, 7
16700, -9
16800, 0
16900, -3
17000, -29
17100, 14
17200, -468
17300, 484
17400, 500
17500, -818
17600, 238
17700, -3664
17800, 1788
17900, -17518
18000, -2545
18100, 509
18200, -8728
18300, 6939
18400, 6479
18500, 7420
18600, 4882
18700, 3796
18800, -9022
18900, -4873
19000, -5231
19100, -3431
19200, -4064
19300, 446
19400, 1626
19500, -1322
19600, 493
19700, 11430
19800, 8303
19900, 8038
20000, 2567
20100, 5555
20200, 1709
20300, 5569
20400, -2336
20500, 4962
20600, -4488
20700, -9877
20800, -14501
20900, -5102
21000, 301
21100, -4224
21200, -11612
21300, -2858
21400, 1745
21500, -3529
21600, -1035
21700, 2946
21800, 11428
21900, 13805
22000, -1364
22100, 3281
22200, 2572
22300, 3623
22400, 5613
22500, 1150
22600, 3309
22700, 2496
22800, -9035
22900, -15274
23000, -7092
23100, -9361
23200, -1445
23300, -11811
23400, -5803
23500, -4185
23600, -251
23700, -5014
23800, 9263
23900, 8911
24000, 13363
24100, 4160
24200, 7816
24300, 13495
24400, 7133
24500, -126
24600, 8530
24700, 5869
24800, 2468
24900, -3229
25000, -6507
25100, -2729
25200, -7917
25300, -12612
25400, -7525
25500, 743
25600, -5391
25700, -6803
25800, -9864
25900, 4244
26000, 2750
26100, -2753
26200, 475
26300, 17287
26400, 8739
26500, 9372
26600, -762
26700, 2534
26800, 4511
26900, 1907
27000, -9045
27100, 4596
27200, -2369
27300, -7354
27400, -15092
27500, -5493
27600, 2755
27700, -897
27800, -11473
27900, -873
28000, 4014
28100, 4001
28200, 957
28300, 3169
28400, 13517
28500, 10722
28600, -592
28700, 2422
28800, 3009
28900, -88
29000, -639
29100, -7116
29200, -1852
29300, -6405
29400, -12442
29500, -13924
29600, -5632
29700, -10584
29800, -5701
29900, -9235
30000, -373
30100, 5212
30200, 4473
30300, -2808
30400, 11699
30500, 13607
30600, 14098
30700, 6285
30800, 8284
30900, 12517
31000, 5706
31100, -4972
31200, -1897
31300, -4715
31400, -8452
31500, -12179
31600, -14585
31700, -7272
31800, -8500
31900, -13578
32000, -5918
32100, 3199
32200, 797
32300, 3059
32400, 5085
32500, 14554
32600, 15188
32700, 9524
32800, 10466
32900, 15767
33000, 9264
33100, 6846
33200, -1066
33300, 111
33400, -3445
33500, -12212
33600, -19249
33700, -10363
33800, -14762
33900, -17217
34000, -18193
34100, -7920
34200, -1021
34300, -2752
34400, -4512
34500, 9023
34600, 10960
34700, 11422
34800, 11969
34900, 13680
35000, 20041
35100, 15615
35200, 6854
35300, 9524
35400, 10356
35500, -97
35600, -3864
35700, -9319
35800, -8341
35900, -11640
36000, -19247
36100, -17255
36200, -12408
36300, -12832
36400, -10501
36500, -9908
36600, -1905
36700, 5909
36800, 2713
36900, 7085
37000, 16289
37100, 15790
37200, 14247
37300, 12715
37400, 13138
37500, 15146
37600, 5406
37700, -204
37800, 286
37900, -2460
38000, -10797
38100, -14775
38200, -16064
38300, -10155
38400, -13666
38500, -16826
38600, -10078
38700, -3817
38800, -3452
38900, 407
39000, 3011
39100, 11639
39200, 14234
39300, 12855
39400, 13529
39500, 18733
39600, 13358
39700, 11528
39800, 3715
39900, 3615
40000, 2956
40100, -5556
40200, -11197
40300, -8066
40400, -11609
40500, -12241
40600, -15219
40700, -15521
40800, -8604
40900, -9140
41000, -8278
41100, 148
41200, 4191
41300, 5783
41400, 9041
41500, 8936
41600, 13619
41700, 9892
41800, 7982
41900, 12851
42000, 8931
42100, 5464
42200, -1634
42300, -3374
42400, -2096
42500, -2521
42600, -7173
42700, -11133
42800, -11356
42900, -11335
43000, -11165
43100, -9055
43200, -5740
43300, -2985
43400, -3650
43500, -1474
43600, 6860
43700, 6501
43800, 9297
43900, 8281
44000, 5141
44100, 10719
44200, 9064
44300, 2046
44400, 4785
44500, 1736
44600, -2436
44700, -2057
44800, -6565
44900, -6916
45000, -6122
45100, -12743
45200, -8515
45300, -6419
45400, -6401
45500, -5400
45600, -2098
45700, 280
45800, 3194
45900, 3900
46000, 6540
46100, 6221
46200, 7834
46300, 6854
46400, 4095
46500, 7510
46600, 3704
46700, 1635
46800, 714
46900, -775
47000, -4140
47100, 889
47200, -5653
47300, -7087
47400, -4984
47500, -5131
47600, -5924
47700, -2503
47800, -7295
47900, -787
48000, -1802
48100, -639
48200, 5513
48300, 2939
48400, 1118
48500, 6644
48600, 2950
48700, 4543
48800, 4027
48900, 652
49000, 1723
49100, 1385
49200, 1139
49300, 1528
49400, -353
49500, -2572
49600, 738
49700, -2031
49800, -1053
49900, -481
50000, -2607
50100, -3161
50200, 886
50300, -2539
50400, 569
50500, -789
50600, -2401
50700, -126
50800, 1166
50900, -3393
51000, 3004
51100, -1338
51200, 18
51300, 3362
51400, -145
51500, 2108
51600, 4629
51700, -1808
51800, 4533
51900, 1378
52000, -492
52100, 5563
52200, -3883
52300, -2122
52400, 2128
52500, -5183
52600, -1250
52700, -1534
52800, -7518
52900, -237
53000, -4970
53100, -3635
53200, 891
53300, -2700
53400, -16
53500, 3469
53600, 553
53700, 7657
53800, 4673
53900, 2642
54000, 6840
54100, 4737
54200, 4182
54300, 5945
54400, -968
54500, 1674
54600, -252
54700, -3265
54800, -1580
54900, -4917
55000, -7784
55100, -5053
55200, -7318
55300, -5425
55400, -3258
55500, -7553
55600, -2003
55700, 417
55800, -734
55900, 3331
56000, 4994
56100, 4677
56200, 8821
56300, 7133
56400, 6891
56500, 8864
56600, 5783
56700, 4353
56800, 3723
56900, -1528
57000, -1086
57100, -6346
57200, -8894
57300, -6836
57400, -7940
57500, -11526
57600, -6144
57700, -9272
57800, -3177
57900, -2652
58000, -3184
58100, 2619
58200, 5748
58300, 3947
58400, 8241
58500, 7265
58600, 8497
58700, 9281
58800, 5302
58900, 5245
59000, 4587
59100, -69
59200, -484
59300, -3707
59400, -6025
59500, -7776
59600, -8662
59700, -11095
59800, -7465
59900, -9674
60000, -7596
60100, -6361
60200, -2394
60300, 360
60400, 3201
60500, 4464
60600, 9453
60700, 9887
60800, 10755
60900, 11052
61000, 11254
61100, 8741
61200, 7262
61300, 3146
61400, 2916
61500, -1181
61600, -5921
61700, -8816
61800, -7850
61900, -9690
62000, -9652
62100, -13591
62200, -8088
62300, -6252
62400, -5722
62500, -3187
62600, 1278
62700, 2313
62800, 6234
62900, 5151
63000, 9037
63100, 12118
63200, 9162
63300, 7909
63400, 8410
63500, 6189
63600, 3633
63700, 125
63800, -4199
63900, -1558
64000, -7394
64100, -8862
64200, -10451
64300, -7897
64400, -9869
64500, -6631
64600, -11039
64700, -385
64800, -1506
64900, 2029
65000, 514
65100, 8671
65200, 4814
65300, 9117
65400, 6723
65500, 9057
65600, 8183
65700, 5831
65800, 5446
65900, 4989
66000, -336
66100, -3428
66200, -9306
66300, -6572
66400, -9057
66500, -6680
66600, -8524
66700, -8183
66800, -11244
66900, -4353
67000, -4050
67100, -2437
67200, 2850
67300, 6359
67400, 562
67500, 7348
67600, 6509
67700, 6436
67800, 5079
67900, 5769
68000, 4815
68100, 6805
68200, 1274
68300, -1104
68400, -3045
68500, -1974
68600, -4516
68700, -6745
68800, -6508
68900, -3312
69000, -7881
69100, -5026
69200, -2498
69300, -2846
69400, -243
69500, 267
69600, 2413
69700, 8744
69800, 5434
69900, 3585
70000, 6988
70100, 4889
70200, 4816
70300, 3236
70400, 3037
70500, -62
70600, 45
70700, -4084
70800, -2136
70900, -2985
71000, -4412
71100, -7122
71200, -3725
71300, -3513
71400, -1686
71500, -6273
71600, -549
71700, 226
71800, 2179
71900, 3006
72000, 4415
72100, 1599
72200, 4428
72300, 5095
72400, 2461
72500, 893
72600, 3621
72700, 656
72800, -1368
72900, -412
73000, 1083
73100, -4087
73200, -3375
73300, -542
73400, -2470
73500, -3103
73600, -2396
73700, -2979
73800, -674
73900, 651
74000, -2994
74100, 1337
74200, 928
74300, 751
74400, 1340
74500, 2384
74600, 2259
74700, 2265
74800, 1124
74900, 3913
75000, -360
75100, 796
75200, 692
75300, -846
75400, -1442
75500, 1570
75600, -1726
75700, -2221
75800, -254
75900, 1623
76000, -1316
76100, -1924
76200, -898
76300, 301
76400, -1378
76500, -975
76600, -214
76700, -568
76800, 399
76900, 289
77000, 287
77100, 727
77200, 2055
77300, -1543
77400, 1983
77500, 1473
77600, 1710
77700, -521
77800, 1163
77900, 1593
78000, 2614
78100, -1533
78200, 1320
78300, -854
78400, 22
78500, -932
78600, -2228
78700, -2980
78800, -889
78900, -3013
79000, -1287
79100, -1718
79200, -831
79300, -556
79400, -630
79500, 597
79600, 1687
79700, 449
79800, 2029
79900, 2891
80000, 1342
80100, 3716
80200, 1631
80300, 787
80400, 2171
80500, 911
80600, -1126
80700, -25
80800, -2935
80900, -1852
81000, -2858
81100, -3240
81200, -3323
81300, -1801
81400, -3575
81500, -749
81600, -1427
81700, 272
81800, 667
81900, 1866
82000, 968
82100, 5099
82200, 3004
82300, 3743
82400, 3075
82500, 4564
82600, 1277
82700, 2276
82800, -799
82900, 118
83000, -3253
83100, -1684
83200, -3943
83300, -3807
83400, -4706
83500, -2228
83600, -4754
83700, -1664
83800, -2514
83900, -178
84000, -567
84100, 1745
84200, 1989
84300, 3501
84400, 2593
84500, 5617
84600, 2457
84700, 4022
84800, 2982
84900, 1998
85000, 555
85100, 1666
85200, -2126
85300, -1037
85400, -3123
85500, -2981
85600, -3909
85700, -3885
85800, -3897
85900, -2117
86000, -4500
86100, 266
86200, -1219
86300, 1102
86400, 1833
86500, 3001
86600, 2447
86700, 6372
86800, 2804
86900, 4270
87000, 3659
87100, 2875
87200, 1248
87300, 1817
87400, -1462
87500, -626
87600, -3221
87700, -3227
87800, -3627
87900, -5326
88000, -4595
88100, -3129
88200, -5045
88300, -2056
88400, -761
88500, -1452
88600, 1880
88700, 2057
88800, 3199
88900, 4153
89000, 3514
89100, 3536
89200, 4917
89300, 2817
89400, 3299
89500, 934
89600, 948
89700, 2712
89800, 3598
89900, -4805
90000, -6933
90100, -8690
90200, -3220
90300, 3026
90400, -1989
90500, 747
90600, -8158
90700, -6561
90800, 94
90900, 11547
91000, -2204
91100, 5054
91200, -1828
91300, 8
91400, -1246
91500, -2045
91600, 7695
91700, 24
91800, -5147
91900, -5406
92000, 3274
92100, -4429
92200, 11797
92300, -4424
92400, -8421
92500, -14544
92600, -3584
92700, 237
92800, 5934
92900, -4037
93000, -7227
93100, 1085
93200, 3730
93300, 12305
93400, -7036
93500, -2785
93600, -170
93700, 5204
93800, 5266
93900, 1457
94000, -5683
94100, -6457
94200, 8639
94300, -9315
94400, 13424
94500, -5686
94600, -2565
94700, -7359
94800, -2633
94900, -2164
95000, -980
95100, -5521
95200, -9424
95300, 6058
95400, -6655
95500, 10294
95600, -2797
95700, 4691
95800, 2112
95900, -2052
96000, -326
96100, 2981
96200, -968
96300, 3719
96400, 5174
96500, -5854
96600, 6942
96700, -1597
96800, 3779
96900, -3541
97000, -3464
97100, -1319
97200, 1786
97300, -6343
97400, -976
97500, 3134
97600, -3212
97700, 2651
97800, -4746
97900, 3734
98000, 1527
98100, 2535
98200, -2597
98300, 2000
98400, -3109
98500, 5147
98600, 583
98700, -5561
98800, 4119
98900, -2175
99000, 2774
99100, -3141
99200, -3662
99300, -1514
99400, 4964
99500, -6840
99600, 460
99700, 1113
99800, -3225
99900, 1757
